,flx_calor,tx_transf,area,condutividade,dtdx
1,162.7427418161595,59.14656663137198,0.36343597245145487,27.28810145180721,-5.963871913316327
2,4.865631475396288,27.859334820862102,5.725738778560713,172.86235424432135,-0.028147432659162266
3,37.61720092182034,30.071353659492456,0.7994043395729952,143.23285416128917,-0.2626296958340369
4,14.70109521810588,81.32088002233733,5.531620523223499,113.34472670527082,-0.12970250708118952
5,78.86989416508878,78.6163832085475,0.996785706900904,168.3892043661538,-0.46837856655935134
6,9.398156120885785,65.57718838817794,6.977665357403876,154.16955870105122,-0.060959869121177575
7,28.845180782444473,3.569566749177911,0.12374915505297829,39.071200242750436,-0.7382721954592788
8,49.331323046207046,50.99521456726331,1.0337289052535192,86.07216671697535,-0.5731390869759273
9,79.21150226272474,42.784174556567756,0.5401257814132012,13.483932657778297,-5.874510372686491
10,2.8460766339734134,24.311864957839216,8.542238345809182,173.08648864617868,-0.016443089557332976
11,84.71732242773052,414.1780151179552,4.888941284366918,26.574642285345604,-3.187900763369721
12,72.61699753831357,47.0408884747247,0.6477944567992554,180.54885279637426,-0.40220137881580514
13,70.80087826257,26.164804314198705,0.36955479870129154,66.97544229004866,-1.057116994553834
14,41.72958122527091,87.84973004482278,2.1052147533084296,146.4176100902013,-0.2850038407235523
15,67.02757454348584,63.894768771002106,0.9532609408318774,123.08789835287398,-0.5445504833572521
16,129.3861131448545,96.40586227728659,0.7451020819317387,58.63176181544247,-2.2067580631830293
17,1374.5976747275647,44.935842835416686,0.03269017812380822,192.5717063649856,-7.13810819187663
18,66.8062602143233,59.59024236396766,0.8919859033089758,135.64674224037444,-0.4925017668020251
19,4.748807134074005,30.47421616057682,6.4172360132118005,180.4122820519757,-0.026321972540128403
20,15.801365441167441,38.02756824022966,2.40660013729928,36.683467835737694,-0.4307489551403171
21,36.87434316619921,13.287402265834231,0.3603427512171688,163.36003593112835,-0.2257243820743601
22,1256.3322969876097,88.39231133186438,0.07035742975310626,173.88491234151104,-7.225079393433314
23,66.01405191808787,286.4209896517334,4.338788202353232,17.747248921322996,-3.7196780307044204
24,1052.4613166941656,69.22805563095797,0.06577729226990195,184.6232127193478,-5.700590414348649
25,127.72673585264224,37.690715345437965,0.2950886914461008,17.587963278712472,-7.262167530633626
26,80.51218963763952,704.1982864317345,8.74648037273751,21.88608344084589,-3.6786933511996036
27,797.7300263830037,44.06990192524857,0.05524413080583965,87.8804281252961,-9.077448112173906
28,73.89416135112108,537.5967715115713,7.275226644187567,22.447155160349674,-3.2919165401256123
29,6.0319431667096195,38.94609180264762,6.456641040252444,19.830119534551525,-0.30418087779045944
30,176.0646315730851,74.3952531326134,0.4225451328180677,63.731210041597286,-2.7626124069850224
31,4.789475296051077,37.474527247217395,7.824349209633703,1.7788881232471032,-2.692398264657916
32,43.425232297403255,9.562464719269151,0.22020526346939007,134.31024171540597,-0.32332033464297005
33,75.99442184125817,2.5432658096859058,0.03346648014506164,183.70193990247094,-0.4136832843551043
34,18.488697567844753,178.66941608490276,9.663710244016418,22.169260368784805,-0.8339789988608537
35,24.231689373240105,89.51849650381872,3.6942738545780927,2.733882011221684,-8.863472993266356
36,8.861322811799926,68.84703694611092,7.769385949288829,145.9866497334906,-0.06069954223880694
37,172.71964923392122,40.74524581644727,0.2359039402706541,155.3646485822795,-1.1117049522527043
38,564.902375238077,35.42787915063849,0.06271504724282223,105.53244101847265,-5.3528788852633005
39,7.208617023364135,63.57053791887409,8.818687095296239,101.54809866341878,-0.07098721805966154
40,227.87668932985008,73.64794395312369,0.32319209204640825,24.990415541035176,-9.118563433075701
41,65.28026786005765,33.838442529508434,0.5183563676859972,135.16078754632727,-0.48298229867654774
42,58.423120379238256,85.95294845369334,1.4712146132516113,189.06641777522682,-0.30900844828347607
